Descriptive_JobTitle,CL,skills,rec_city,Rec_location,Actual_billrate,predicted_billrate
DevOps Engineer,Medium,"DB2,DBA,Direct3D,DNS,Firewall,Java,JavaScript,LDAP,Linux,Management,MySQL,Networking,Oracle,Perl,PL/SQL,PostgreSQL,Python,Ruby,Shell,SQL,Tomcat,WebLogic,Automation",San Antonio,Texas,85.11,97.3037
.Net Developer,High,"ADO,AJAX,Architecture,ASP,C#,CSS,Database Design,Direct3D,HTML,IIS,JavaScript,Microsoft Access,SDLC,SQL,Visual Studio,Web Development",Charlotte,North Carolina,79.65,85.73999999999998
Mobile Application Developer,Medium,Architecture,Pleasanton,California,106.2,104.4732
systems analyst sr - IT,Medium,"Architecture,COM,Focus,Microsoft Office,SDET,SOA,Systems Analyst,Technical Support",Seattle,Washington,95.44,93.72119999999995
Developer,High,"management,ant, Compliance,,Oracle,Javascript,CSS,Engineering",Seattle,Washington,95.62,86.20740000000002
Quant Analyst,High,SQL,Thousand Oaks,California,96.93,93.09930000000008
Program Manager-Senior,Medium,"Direct3D,Microsoft Project",Montreal,Quebec,85.5,91.5466
E-BUSINESS SYS CONSULTANT 6,Medium,e-commerce,San Francisco,California,85.5,92.1247
Cloud Moderinization and Cloud ENMO consultant,High,"Azure,cloud,Telemetry",Vail,Arizona,115.0,94.8023
Systems Engineer III,Medium,"Architecture,Azure,C#,Direct3D,Firewall,Management,Microsoft Access,Networking,Powershell,SAN,Systems Engineering,Training",Orlando,Florida,98.35,79.0882
Project Test Manager,Medium,SDLC,Pennington,New Jersey,79.75,85.109
Senior UX Designer,Low,"COM,CSS,JavaScript,Management,Microsoft Access,Research,SDLC",Foster City,California,75.58,98.12239999999998
Senior Frontend Developer,Medium,"COM,J2ME,Java,Linux,Management,Oracle,Product Management,Research,Software Development,SS7,Web Design",Denver,Colorado,95.62,90.3969
Data Center Engineer,Low,"Architecture,Mainframe,Management,VMware",Ashburn,Virginia,68.0,79.31089999999999
Developer,High,"Javascript, CSS, JAVA",Seattle,Washington,100.0,94.42549999999996
Solutions Architect,High,"Architecture,ETL,hadoop",Addison,Texas,104.63,94.35416666666664
Project Manager,Medium,"management, wesphere, EW2",Seattle,Washington,64.0,69.27310000000003
System Architect security,High,"Architecture,CISSP,Management",Minneapolis,Minnesota,145.0,105.03669999999998
DevOps Engineer,Medium,"C#,SQL",Westlake Village,California,96.93,90.8319
Big Data Development Specialist,Medium,"Architecture,Automation,Business Continuity,Cloud Computing,Disaster Recovery,Engineering,Linux,Network Security,Python,SQL",Alpharetta,Georgia,85.5,96.3931
BUSINESS SYSTEMS CONSULTANT,Medium,"ITIL,Management,Research,Systems Analysis,Training",Charlotte,North Carolina,57.0,66.5
SAP PS Functional,High,"COM,Management,SAP",Seattle,Washington,125.0,85.19010000000002
Business Analyst,High,SDLC,Jersey City,New Jersey,79.78,80.89299999999994
Hadoop Developer,Medium,"C++,OOP",Pennington,New Jersey,104.63,95.4183
Paython Developer,Medium,".NET,Java",Chicago,Illinois,85.5,98.47740000000002
Program Manager,High,"Change Management,Compliance,Information Security,Management,Microsoft Excel,Microsoft Word,Program Management,Six Sigma,Training",Chicago,Illinois,133.15,103.56190000000002
iOS Developer,Medium,"J2ME,Java",Dallas,Texas,96.93,82.8998
Test Engineers - Docker/Kubernetes/Mesos,Medium,"Automation,Java,SAN,Tcl,VMware",San Jose,California,85.5,100.21179999999998
PROJECT MANAGER,High,"Management,Project Management,Training",Charlotte,North Carolina,83.5,77.35585952380953
Pega Certified Senior Systems Architect,Medium,"Architecture,CSS,Software Development",Addison,Texas,104.63,103.50529999999998
Low Power Design Engineer,Medium,Digital Design,San Jose,California,85.5,85.3365
Security Architect,Medium,"ANT,Architecture,Compliance,Direct3D,Firewall,Intrusion,Management,SOX",Temple Terrace,Florida,85.5,76.88119999999998
"Senior Program Manager, Commercial Change Management",Medium,"Management,Marketing,Microsoft Office,Training",San Diego,California,85.5,98.7178
iOS Developer,Medium,Architecture,Charlotte,North Carolina,99.74,94.4806999999999
Associate Systems Engineer IV,Medium,"Engineering,Management",Toronto,Ontario,85.5,97.97060000000002
INFO SECURITY ANALYST,Medium,"Microsoft Access, Information Security, Technical Support",WINSTON SALEM,North Carolina,42.5,73.0535
SDET Analyst Sr,Medium,"Automation,J2ME,Java,SDLC,Software Development,SQL",Seattle,Washington,98.0,95.9971
Business Analyst,High,"Asset Management,Business Analyst,Management,Training",St Petersburg,Florida,55.28,84.41
User Experience Architect,Low,"Architecture,Research",Houston,Texas,65.0,83.09819999999999
Program Manager,High,"Direct3D,Management,Program Management,Project Management",Sunnyvale,California,80.0,78.2946
ERP / CRM Functional Analyst,High,"ETL,Other,COM,ER,XP",Spring,Texas,144.1,113.1628
Android Developer,Low,"Embedded,Engineering,Java,Networking,Project Management,Software Development",Berkeley Heights,New Jersey,70.55,94.9154
Project Manager,High,"COM,Direct3D,Management,Microsoft Project,Microsoft Word,Quality Control,Research,Training",Chicago,Illinois,69.73,92.75039999999998
SAP SD Consultant,Medium,Journeyman,Markham,Ontario,89.25,86.29190000000003
Sr. Technical Delivery Manager (Networking),Medium,"Engineering,Networking,Program Management,Project Management,Research",Englewood,Colorado,100.0,95.88760000000002
BUSINESS SYSTEMS CONSULTANT 5,Medium,"Management,Microsoft Excel,Training",Charlotte,North Carolina,66.5,67.43520000000001
Project Manager,High,"Engineering,Networking",Englewood,Colorado,100.0,96.365
Application Developer,Medium,"Architecture,JMS,Oracle,SOA,Spring,TIBCO,WebServices,XML",Dallas,Texas,65.0,85.7517
UX designer,Medium,Research,California City,California,85.5,86.14990000000002
Senior Analytics Engineer / R Developer,High,"Python,SAS,SQL,SQL Server,Teradata",San Francisco,California,150.0,108.42990000000005
Marketing Video Production Assistant,Medium,"marketing,research,ant, Lua, SAN, COM,SAGE,ER,Focus,OSS,STE,XP",New York,New York,100.0,89.3133
Core Android Senior Engineer,High,"Embedded,Engineering",Sunnyvale,California,148.5,134.45710000000005
SAP FI Analyst,Medium,"ABAP,Change Management,Cloud Computing,Management,SAP",The Woodlands,Texas,85.5,113.06510000000002
RMA Administrator,Medium,"Direct3D,er,ERP,Management,Microsoft Excel,SAN",San Francisco,California,85.5,81.24709999999999
Project Manager,High,"Business Domain,Collaboration",Chicago,Illinois,100.0,96.70210000000004
Java Programmer/Developer,Medium,"CSS,GIS,HTML,JavaScript,Software Development",Addison,Texas,96.93,93.00320000000004
Project Manager,Medium,"Microsoft Project,Project Management",Nashville,Tennessee,90.0,92.0185
Senior Hadoop Engineer,High,".NET,Active Directory,Architecture,Automation,Azure,DB2,Engineering,Java,Linux,Management,MySQL,Networking,Oracle,Project Management,Python,Research,Shell,SQL,SQL Server,Systems Analysis,UNIX",San Francisco,California,115.24,91.01720000000005
Business Analyst Technical,High,"SDLC,Business,architecture,Training,analyst, Business",Fort Mill,South Carolina,94.0,81.61529999999999
Network/Operations - Desktop Support Engineer,Low,"Active Directory,ITIL,J2ME,LAN,Management,MCP,MCSA,MCSE,Microsoft Access,Microsoft Office,Microsoft Windows,Networking,Technical Support,Training,VPN,Windows 2000,Windows 2003,Windows 98",Calgary,Alberta,41.35,80.38839999999999
BUSINESS SYSTEMS CONSULTANT,Medium,"Systems Analysis, Engineering, Architecture, Training, Direct3D",Charlotte,North Carolina,80.5,75.95168939393939
Developer,High,"Engineering,Management,Risk Management",New York,New York,138.75,89.69969999999998
Principal Cybersecurity Architect,Medium,"Architecture,Firewall,GSM,IMS,Information Security,Management,Microsoft Access,Multimedia,OSS,Risk Management,UML,Wireless",Bellevue,Washington,85.5,85.4823
Java Full Stack Senior Developer,Medium,"Architecture,Azure,Engineering,hadoop,JMS,Software Development,Spring,WebServices",Plano,Texas,75.0,83.0704
Java Developer,Medium,"AJAX,CSS,HTML,J2ME,Java",Charlotte,North Carolina,92.39,91.41540000000003
Systems Engineer III,Medium,"Automation,C++,DNS,Java,Linux,Management,Microsoft Access,Perl,Project Management,Python,Shell,SQL,SS7,UNIX",Seattle,Washington,86.55,80.58160000000005
System Engineer,High,"Java,Linux,Shell",Jersey City,New Jersey,104.63,95.801
SAP CRM Service,High,"CRM,EAI,TIBCO",New Orleans,Louisiana,100.0,78.73149999999998
"Manager or Lead, SAP BI/Analytics",Medium,"Architecture,CRM,Engineering,er,ERP,ETL,hadoop,Management,Python,RDBMS,SAP,SAP BW,WAN",Vancouver,British Columbia,85.5,86.5239
Developer,Medium,"Java,jsp,spring,architecture, WebServices,Automation,SOA,SOAP,JMS, SQL,Oracle,Other,Javascript,XML,CSS,servlets,struts,JDBC,ruby,XHTML",San Francisco,California,120.0,93.1952
Hadoop Engineer,Medium,"Cloud Computing,ETL,Java,Mainframe,Management,Oracle,Python,Ruby,SQL",Pennington,New Jersey,96.93,98.73110000000004
Security Analyst,Medium,"Engineering,Java",Irving,Texas,55.0,92.0283
Automation Engineer,Medium,".NET,DB2,Engineering,HTML,Management,Microsoft Office,Oracle,Product Management,Project Management,RDBMS,Shell,SOA,SOAP,SQL,UNIX,XML",Irving,Texas,85.5,83.37739999999998
Application Developer,Medium,"Azure,Java,Spring,Training,WebServices",Dallas,Texas,60.0,76.85829999999999
SQL Developer,High,"Change Management,Compliance,Data Warehouse,ETL,Management,SDLC,Shell,SQL,SSRS,UNIX",Charlotte,North Carolina,85.5,87.7737
Management Analysts,Medium,"Other, COM, SS7, VMS",Seattle,Washington,86.55,73.95060000000001
Software Development Specialist,Low,"Automation,Microsoft Access,Networking,WAN",Middletown,New Jersey,69.0,103.5877
SAP FICO Analyst,Medium,"ABAP,Change Management,Cloud Computing,Management",The Woodlands,Texas,85.5,104.2286
IT Project Manager,Medium,MS Project,Pasadena,California,91.79,91.02209999999997
Recruiter II,Medium,"Engineering,Microsoft Excel,Microsoft Office,Microsoft Word,Recruiting,Research,Software Development,Software Engineer",Seattle,Washington,78.72,81.32120000000003
Sr technical writer,Medium,"Architecture,Technical Writer",Sunnyvale,California,85.5,84.8717
Sr ETL Informatica Developer,High,"Automation,Cognos,ETL,hadoop,SQL",Jersey City,New Jersey,96.93,95.13657500000004
Network Engineer III,High,"Automation,Cisco,COM,DNS,Linux,Perl,Project Management,Python,Sonet,UNIX,VPN",Seattle,Washington,109.44,103.21149999999994
Hadoop Developer,Medium,"DB2,Management,PL/SQL,Risk Management",Chicago,Illinois,104.63,88.88520000000003
Data Analyst,Medium,"DB2,ETL,hadoop,Perl,SPC,Training,Engineering,C++",Lake Forest,California,70.0,89.5266
scrum master,Medium,"Other, security, management, software, agile, scrum, Accountable, application, backlog, ceremonies, ceremon",Charlotte,North Carolina,76.0,77.16529999999997
IT - QA Analyst II,Medium,Management,Seattle,Washington,88.72,73.71190000000003
IT - Release Engineer II,Medium,Azure,Richfield,Minnesota,87.0,100.12770000000006
Field Escalations Applications Engineer - Intermediate (US),Medium,"Account Management,Architecture,Engineering,er,Management,Networking,Technical Support,Training",Houston,Texas,72.83,86.4317
Developer,High,"Other,architecture,microservices, Spring, Java, Tomcat, J2EE",Basking Ridge,New Jersey,110.0,89.72800000000001
Systems Engineer,Medium,"Spring, DB2, DHTML, UNIX, SOAP, Linux, CSS, SQL, SOA, RDBMS, Java",Irving,Texas,85.5,83.10719999999999
Tableau Developer,Medium,".NET,Actuate,C++,Cognos,COM,DB2,DBA,hadoop,Java,JavaScript,Management,MicroStrategy,Oracle,Python,Research,SQL,SSRS,Sybase,T-SQL,Teradata",Charlotte,North Carolina,92.39,86.09810000000002
AWS Developer,Medium,"Architecture,Automation,Engineering,Management,MySQL,Oracle,PostgreSQL,Python,Software Development",Redmond,Washington,115.0,96.5016
Recruiter IIII,Medium,"Chemistry,Direct3D,Focus,Microsoft Excel,Microsoft Office,Microsoft Outlook,Microsoft Word,Recruiting,Research",New York,New York,88.59,89.6146
Technical Architect IV,Low,"Architecture,CCIE,CCNA,CCNP,CISSP,Compliance,Disaster Recovery,Firewall,ITIL,Networking,TCP/IP,VoIP",Houston,Texas,71.55,85.41010000000001
Instructional Designer,Medium,"COM,CSS,HTML,Management,SQL,Training,Windows 98,Windows 2003",Downey,California,74.64,97.5318
Systems Engineer II,Medium,"Active Directory,Java,LDAP,SOA,Software Development,SQL",Richfield,Minnesota,84.29,95.3184
DevOps Specialist,Low,"Management,Six Sigma,Training",San Diego,California,73.0,93.52620000000005
UI Developer,High,Spring,Saint Louis Park,Minnesota,85.5,89.42589999999998
Project Manager,High,SDLC,Charlotte,North Carolina,88.18,86.58580000000012
Security and Compliance Analyst,Medium,"Microsoft Access,Research,SOX",Englewood,Colorado,85.5,92.572
SAP Cutover Specialist,Medium,SAP,Houston,Texas,85.5,94.82559999999998
Network Engineer,Medium,Satellite System Design,Lake Forest,California,110.0,89.3893
WEB DEVELOPER,Medium,"HTML, ASP, JavaScript, CGI, SOAP, Java, SOA, AJAX, Quality Assurance, C++, JDBC, Hibernate, XML, Web Development, Multimedia, Perl, Spring",San Leandro,California,85.5,90.14350000000002
Network Systems Engineer,Medium,"Disaster Recovery,Linux,Networking,Windows 2000,Windows 98",Addison,Texas,90.2,101.32760000000002
Motion Designer,Medium,photoshop,Seattle,Washington,89.85,80.0878
ERP / CRM Developer,Medium,"ETL,COM,OSS",Irving,Texas,72.0,91.8422
Business Analyst,Medium,"Business Analyst,ITIL,Microsoft Office,Project Management,Systems Engineering",Saint Louis,Missouri,85.5,77.7892
Scrum Master,Medium,"ecommerce,Project Management",Bolingbrook,Illinois,75.0,97.88910000000004
S/4 HANA UI5 Fiori Developer 2 D3,Medium,"ABAP,er,ERP,HTML,Java,Management,Training",Bellevue,Washington,105.0,90.5352
Sr Application Software Engineer,Medium,Software Engineer,Sacramento,California,85.5,97.91059999999996
Software Engineer - Sr,Medium,hadoop,Sunnyvale,California,119.13,120.85040000000004
Sr. Systems Engineer,High,"Architecture,Compliance,DB2,DBA,Network Engineer,Research",Lincolnshire,Illinois,130.0,103.45699999999997
Project Manager,Medium,"Management,Microsoft Project,Project Management,Training",Atlanta,Georgia,87.19,82.90529999999998
Project Manager,High,"Change Management,Compliance,Management,Program Management",Raleigh,North Carolina,107.0,90.1143
SAP APO SCM Lead,Low,"ABAP,WebSphere",Gary,Indiana,85.0,90.5232
ServiceNow Admin,Low,"Compliance,ITIL,Management",Plymouth,Minnesota,80.0,101.1695
Mechanical Engineer,Medium,"C++,Engineering,Management,Python",Mountain View,California,80.0,84.9367
Senior Software Engineer,Medium,"Architecture,Automation,Engineering,Java,Microsoft Access,Spring,SQL,WAN,XML",Austin,Texas,85.03,94.35060000000009
Project Management Specialist,Low,"Other,management,ITIL,PMP",Cary,North Carolina,44.0,89.57589999999999
Senior-level Full-Stack Software Engineer and Architect,Medium,"Data Analysis,Engineering,J2ME,Java,Management,Quality Control,Research,Software Engineer,Web Development",Irving,Texas,85.5,90.8362
Security Specialist,Medium,"SDLC,SOX",Addison,Texas,113.96,101.94649999999992
Full Stack Developer,Medium,"Automation,CMM,CMMI,COM,ISO 9001,Linux,Management,Python,Recruiting,SAS",Phoenix,Arizona,92.54,81.7832
IT - Developer (Specialty) I,Medium,Excel,Seattle,Washington,88.61,74.36010000000002
CAP MKTS-APPS SYS ENG 2,High,Training,Charlotte,North Carolina,108.0,82.30550000000002
Production/Technical Support Engineer (AE6),Medium,".NET,ADO,ASP,ASP.NET,Business Analyst,C#,Compliance,CSS,HTML,Management,PHP,SDLC,SQL,SQL Server,SSRS,T-SQL,Training,Visual Studio",Des Moines,Iowa,80.0,86.3309
Software Quality Assurance Analyst,Medium,"DB2,Quality Assurance",New York,New York,95.39,92.69680000000002
Java Developer,High,"Automation,J2ME",McLean,Virginia,121.73,113.3585
BSC,Medium,"Microsoft Office,Microsoft Word,Training,Microsoft Excel",Minneapolis,Minnesota,66.5,72.02680000000001
Project Manager,High,"Data Analysis,Microsoft Excel,Microsoft Project,Project Management,Reporting",Lake Forest,California,98.0,95.678
Senior Security Specialist,Medium,"Azure,DNS,Focus,Intrusion,LAN,Linux,Management,Microsoft Access,Network Design,Network Management,Networking,UNIX,VPN,WAN,Wireless,Information Security",Denver,Colorado,85.5,95.277
BHGE - Executive Assistant II,Medium,word,Calgary,Alberta,85.5,81.0052
User Interface Developer,Medium,"Compliance,Engineering,Software Engineer",Groveport,Ohio,92.0,90.21930000000005
Software Dev Engineer IV,High,"Architecture,Engineering,Java,Python,Software Development,SQL,WAN",Seattle,Washington,101.0,100.2144333333333
Cloud Engineer,Medium,"Architecture,Engineering,Management",Tysons Corner,Virginia,130.0,126.66039999999995
ASE,Medium,"ETL,SQL,XML",Saint Louis Park,Minnesota,80.5,75.77069999999999
Risk Officer,Medium,"Python,Spring,SQL,Tomcat,Java",Plano,Texas,92.39,78.29799999999999
APPS SYSTEMS ENGINEER,Medium,APPS SYSTEMS ENGINEER,Des Moines,Iowa,80.5,80.82600000000001
BUSINESS ANALYST,High,"Systems Analysis,Training",Charlotte,North Carolina,84.25,63.43163333333333
Business Analyst - Workday,Medium,"Business Analyst,Management,Recruiting,Training",Deerfield,Illinois,100.38,97.19640000000008
Scrum Master,High,Management,Spring,Texas,129.14,111.26800000000004
ABC IT Security Analyst 3,Medium,Information Security,Richmond,Virginia,85.5,73.44320000000002
Database Developer,Medium,"Cisco,Focus,SQL,SQL Server,TIBCO",Charlotte,North Carolina,99.74,82.76689999999999
Salesforce Developer,Medium,"ANT,CSS,HTML,Java,JavaScript,Web Development,WebServices",Brea,California,81.0,93.59380000000002
Developer,Medium,"Other,python,management,Informatica,SQL,big data,Data Analysis,Quality Control,UNIX",Tampa,Florida,110.0,99.58769999999998
